UPC,ASIN,Amazon_Price,Walmart_Price,My_List_Price_UPC/Amz/Wal,Lowest_Ebay_Price,Highest_Ebay_Price,Mean_eBay_Price,Std_Dev,Coeff_of_Variation_%,CV_Confidence,IQR,IQR_Confidence,Median_Abs_Deviation,MAD_Confidence,Range_to_Mean_%,Range_Confidence,eBay_Prices_Used
54651195059.0,B09ZKV22S1,Creative Stage Air V2 2.0 Portable Bluetooth Sound Bar Speaker - 10 W RMS - Black,,,55.0,84.76,73.43799999999999,12.830715880261712,17.47149415869402,Cautious,18.10000000000001,Review,6.410000000000011,Confident,40.52397941120402,Review,"[55.0, 65.49, 78.35, 83.59, 84.76]"
,B0B2DQHV7Z,Keychron K10 Pro Wireless Custom Mechanical Keyboard Full-Size QMK/ VIA Programmable Bluetooth/ Wired White Backlight with Hot-swappable Keychron K Pro Red Switch Compatible with Mac Windows Linux,,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
44321024741.0,B0B39QD6D5,Design House 189472-MB Porter Cabinet and Drawer Pull 5-Inch (128mm) Center to Center Matte Black 5-Pack,,,41.75,63.81,53.013999999999996,9.1017816937125,17.168637895107896,Cautious,13.239999999999995,Review,7.189999999999998,Cautious,41.61164975289547,Review,"[41.75, 46.74, 52.79, 59.98, 63.81]"
748927068238.0,B0B75HVR46,Optimum Nutrition Amino Energy Powder Plus Hydration with BCAA Electrolytes and Caffeine Strawberry Burst 30 Servings (Packaging May Vary),,,20.99,26.26,23.614,2.169085060572776,9.185589313851002,Confident,3.0700000000000003,Cautious,2.1099999999999994,Confident,22.317269416447882,Review,"[20.99, 21.88, 23.99, 24.95, 26.26]"
650240065873.0,B0B83THPXW,Dragon - Maximum Strength Pain Relief Numbing Cream with Lidocaine 2.7 Ounce (Pack of 3),,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
195553568951.0,B0B8GKL9K2,Asus ROG Archer BP2702 Gaming Backpack Fits Up To 17 inch Laptop,,,119.99,119.99,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[119.99]
,B0B8SKKZWX,,,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
,B0BKKPYX6P,Glade PlugIns Refills Air Freshener Scented and Essential Oils for Home and Bathroom Clean Linen 6.7 Fl Oz 10 Count (Packaging May Vary),,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
61700300487.0,B0BLHX6HPH,Nair Sensitive Formula Prep & Smooth Face Hair Remover Soothing with Coconut Milk & Collagen Removes Facial Hair & Fuzz Smooths & Exfoliates Dermatologist Tested 1.76 oz (Pack of 2),,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
,B0BN2ZQ4DX,Keychron K4 Pro Custom Wireless Mechanical Keyboard 96 Keys Hot-swappable QMK/ VIA Programmable Macro with K Pro Red Switch RGB Backlit Compatible Mac Windows Linux - Black,,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
810084690185.0,B0BWNLTTGF,Ubiquiti Camera G5 Bullet,,,125.33,163.2,149.506,17.625469639133023,11.789138656062647,Cautious,26.0,Cautious,2.1999999999999886,Confident,25.330087086805875,Review,"[125.33, 136.0, 161.0, 162.0, 163.2]"
20066492304.0,B0BY3G9D95,Rust-Oleum 369384 Advanced Dry Door & Trim Paint Quart Satin White,,,28.97,30.08,29.346666666666664,0.6351640208114224,2.1643480945414217,Confident,0.5549999999999997,Confident,0.019999999999999574,Confident,3.782371649250339,Confident,"[28.97, 28.99, 30.08]"
810007713953.0,B0C5DZHCY9,Hyperkin Xenon Wired Controller - White - Officially licensed Xbox 360 Controller replica for use with Xbox Series X|S Xbox One Windows 10|11 PC Video Game Controller 3.5MM Audio Jack Impulse Triggers Plug and Play Gaming Gamepad,,,54.59,157.0,97.274,42.29090067615018,43.47605801771304,Review,55.0,Review,42.78,Review,105.27993091679173,Review,"[54.59, 59.0, 101.78, 114.0, 157.0]"
850048434479.0,B0C7H27ZFY,Craft & Kin Reed Diffuser with Dried Flowers | 5 oz Santal Woods Scented Reed Diffusers for Home Bathroom | Scent Sticks | Elegant Fragrance Home Decor for Men & Women,,,39.99,49.41,47.036,4.021763294874524,8.550393942670558,Confident,1.9799999999999969,Confident,0.46999999999999886,Confident,20.02721319840121,Review,"[39.99, 47.43, 48.94, 49.41, 49.41]"
