UPC,ASIN,Amazon_Price,Walmart_Price,My_List_Price_UPC/Amz/Wal,Lowest_Ebay_Price,Highest_Ebay_Price,Mean_eBay_Price,Std_Dev,Coeff_of_Variation_%,CV_Confidence,IQR,IQR_Confidence,Median_Abs_Deviation,MAD_Confidence,Range_to_Mean_%,Range_Confidence,eBay_Prices_Used
36000542127.0,B09NMRDJQM,Poise Ultra Thin Incontinence & Postpartum Pads with Wings for Bladder Leaks 4 Drop Moderate Absorbency Regular Length 54 Count Packaging May Vary,,,14.0,,20.64333333333333,4.595708142749421,22.2624324693174,Review,3.9800000000000004,Cautious,0.0,Confident,38.5596641369288,Review,"[17.99, 17.99, 25.95]"
722510012006.0,B09RB8T5SC,Gorilla Glue O'Keeffe's Skin Repair Body Lotion W/ Pump-12oz,,,46.95,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[46.95]
31604043735.0,B09RQYSGN4,Nature Made Maximum Strength Vitamin D3 10000 IU (250 mcg) Dietary Supplement for Bone Teeth Muscle and Immune Health Support 60 Softgels 60 Day Supply,,,13.95,21.95,17.166666666666664,2.7344606415159824,15.928896940869802,Cautious,4.489999999999998,Review,1.9900000000000002,Cautious,46.368932038834956,Review,"[13.99, 14.95, 15.0, 15.4, 15.99, 17.98, 19.49, 19.75, 21.95]"
766907016758.0,B09TQ26TGJ,ViewSonic PX701HDH 1080p Projector 3500 Lumens Supercolor Vertical Lens Shift Dual HDMI 10w Speaker Enjoy Sports and Netflix Streaming with Dongle,,,627.0,,766.7850000000001,188.32374903341324,24.560176455383612,Review,133.16500000000008,Cautious,133.16500000000002,Cautious,34.73333463747987,Review,"[633.62, 899.95]"
850027424217.0,B09V9WC1S1,FELIWAY Optimum 6 x 30 Day Cat Calming Refills for Pheromone Diffuser 6 x 48ml Value Pack - Helps Reduce Common Signs of Stress in Cats & Kittens Enhanced Calming,,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
54651195059.0,B09ZKV22S1,Creative Stage Air V2 2.0 Portable Bluetooth Sound Bar Speaker - 10 W RMS - Black,,,55.0,126.38,93.92444444444445,18.893891282046102,20.116053274312083,Review,18.539999999999992,Cautious,11.58999999999999,Cautious,64.8287039227748,Review,"[65.49, 78.35, 83.59, 84.76, 90.54, 98.74, 102.13, 115.34, 126.38]"
,B0B2DQHV7Z,Keychron K10 Pro Wireless Custom Mechanical Keyboard Full-Size QMK/ VIA Programmable Bluetooth/ Wired White Backlight with Hot-swappable Keychron K Pro Red Switch Compatible with Mac Windows Linux,,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
44321024741.0,B0B39QD6D5,Design House 189472-MB Porter Cabinet and Drawer Pull 5-Inch (128mm) Center to Center Matte Black 5-Pack,,,41.75,,55.83,7.58886464938377,13.592807897875284,Cautious,9.659999999999997,Cautious,5.510000000000002,Confident,30.574959699086513,Review,"[46.74, 52.79, 59.98, 63.81]"
748927068238.0,B0B75HVR46,Optimum Nutrition Amino Energy Powder Plus Hydration with BCAA Electrolytes and Caffeine Strawberry Burst 30 Servings (Packaging May Vary),,,20.99,37.99,29.89111111111111,6.032577070465915,20.18184284967409,Review,10.250000000000004,Review,4.82,Cautious,53.89562114340942,Review,"[21.88, 23.99, 24.95, 26.26, 28.81, 32.97, 35.2, 36.97, 37.99]"
650240065873.0,B0B83THPXW,Dragon - Maximum Strength Pain Relief Numbing Cream with Lidocaine 2.7 Ounce (Pack of 3),,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
195553568951.0,B0B8GKL9K2,Asus ROG Archer BP2702 Gaming Backpack Fits Up To 17 inch Laptop,,,119.99,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
,B0B8SKKZWX,,,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
,B0BKKPYX6P,Glade PlugIns Refills Air Freshener Scented and Essential Oils for Home and Bathroom Clean Linen 6.7 Fl Oz 10 Count (Packaging May Vary),,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
61700300487.0,B0BLHX6HPH,Nair Sensitive Formula Prep & Smooth Face Hair Remover Soothing with Coconut Milk & Collagen Removes Facial Hair & Fuzz Smooths & Exfoliates Dermatologist Tested 1.76 oz (Pack of 2),,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
,B0BN2ZQ4DX,Keychron K4 Pro Custom Wireless Mechanical Keyboard 96 Keys Hot-swappable QMK/ VIA Programmable Macro with K Pro Red Switch RGB Backlit Compatible Mac Windows Linux - Black,,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
810084690185.0,B0BWNLTTGF,Ubiquiti Camera G5 Bullet,,,125.33,199.99,171.23222222222222,18.329568855934514,10.70450912687842,Cautious,18.900000000000006,Cautious,12.0,Confident,37.37030283760197,Review,"[136.0, 161.0, 162.0, 163.2, 174.0, 178.0, 180.9, 186.0, 199.99]"
20066492304.0,B0BY3G9D95,Rust-Oleum 369384 Advanced Dry Door & Trim Paint Quart Satin White,,,28.97,,29.534999999999997,0.7707463914933367,2.6096034924440046,Confident,0.5449999999999982,Confident,0.5449999999999999,Confident,3.690536651430506,Confident,"[28.99, 30.08]"
810007713953.0,B0C5DZHCY9,Hyperkin Xenon Wired Controller - White - Officially licensed Xbox 360 Controller replica for use with Xbox Series X|S Xbox One Windows 10|11 PC Video Game Controller 3.5MM Audio Jack Impulse Triggers Plug and Play Gaming Gamepad,,,54.59,,136.156,72.10042773798224,52.95427872292241,Review,55.22,Review,43.0,Review,139.5458150944505,Review,"[59.0, 101.78, 114.0, 157.0, 249.0]"
850048434479.0,B0C7H27ZFY,Craft & Kin Reed Diffuser with Dried Flowers | 5 oz Santal Woods Scented Reed Diffusers for Home Bathroom | Scent Sticks | Elegant Fragrance Home Decor for Men & Women,,,39.99,51.46,49.98111111111111,1.3170368677873494,2.6350692061636942,Confident,1.5800000000000054,Confident,0.8200000000000003,Confident,8.063046039614969,Confident,"[47.43, 48.94, 49.41, 49.41, 50.23, 50.55, 50.99, 51.41, 51.46]"
