UPC,ASIN,Amazon_Price,Walmart_Price,My_List_Price_UPC/Amz/Wal,Lowest_Ebay_Price,Highest_Ebay_Price,Mean_eBay_Price,Std_Dev,Coeff_of_Variation_%,CV_Confidence,IQR,IQR_Confidence,Median_Abs_Deviation,MAD_Confidence,Range_to_Mean_%,Range_Confidence,eBay_Prices
305734451747.0,B09BVYY7XR,Centrum Adult Multivitamin/ Multimineral Supplement with Antioxidants Zinc Vitamin D3 and B Vitamins Gluten Free Non-GMO Ingredients - 200 Count,,,14.99,19.99,17.418,1.604333021677371,9.210776332973769,Confident,1.6549999999999976,Confident,1.1099999999999994,Confident,28.705936387644954,Review,"[14.99, 15.99, 16.14, 16.6, 17.48, 17.48, 17.67, 17.99, 19.85, 19.99]"
195553274005.0,B09MZQ978N,ASUS ZenScreen 15.6” 1080P Portable USB Monitor (MB166C) - Full HD IPS USB Type-C  Tripod Mountable Anti-Glare Surface Protective Sleeve 3-Year Warranty,,,71.36,89.99,81.77799999999999,6.982912159136917,8.538863947683872,Confident,11.587500000000006,Cautious,6.475000000000001,Confident,22.781188094597564,Review,"[71.36, 73.0, 77.0, 77.5, 81.99, 82.0, 85.0, 89.95, 89.99, 89.99]"
36000542127.0,B09NMRDJQM,Poise Ultra Thin Incontinence & Postpartum Pads with Wings for Bladder Leaks 4 Drop Moderate Absorbency Regular Length 54 Count Packaging May Vary,,,14.0,,18.982499999999998,5.0113695732803425,26.399945071936482,Review,2.987499999999997,Cautious,1.9949999999999992,Cautious,62.952719610167264,Review,"[14.0, 17.99, 17.99, 25.95]"
722510012006.0,B09RB8T5SC,Gorilla Glue O'Keeffe's Skin Repair Body Lotion W/ Pump-12oz,,,46.95,,46.95,0.0,0.0,Confident,0.0,Confident,0.0,Confident,0.0,Confident,"[46.95, 46.95]"
31604043735.0,B09RQYSGN4,Nature Made Maximum Strength Vitamin D3 10000 IU (250 mcg) Dietary Supplement for Bone Teeth Muscle and Immune Health Support 60 Softgels 60 Day Supply,,,13.95,21.95,16.845,2.7714907741342225,16.452898629470006,Cautious,4.149999999999999,Review,1.7250000000000005,Cautious,47.49183734045711,Review,"[13.95, 13.99, 14.95, 15.0, 15.4, 15.99, 17.98, 19.49, 19.75, 21.95]"
766907016758.0,B09TQ26TGJ,ViewSonic PX701HDH 1080p Projector 3500 Lumens Supercolor Vertical Lens Shift Dual HDMI 10w Speaker Enjoy Sports and Netflix Streaming with Dongle,,,627.0,,720.1899999999999,155.71191123353412,21.6209488098327,Review,136.47500000000014,Cautious,6.6200000000000045,Confident,37.899720906982886,Review,"[627.0, 633.62, 899.95]"
850027424217.0,B09V9WC1S1,FELIWAY Optimum 6 x 30 Day Cat Calming Refills for Pheromone Diffuser 6 x 48ml Value Pack - Helps Reduce Common Signs of Stress in Cats & Kittens Enhanced Calming,,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
54651195059.0,B09ZKV22S1,Creative Stage Air V2 2.0 Portable Bluetooth Sound Bar Speaker - 10 W RMS - Black,,,55.0,126.38,90.03200000000001,21.65239057882011,24.049660763750786,Review,21.622500000000002,Review,12.78499999999999,Cautious,79.28292162786563,Review,"[55.0, 65.49, 78.35, 83.59, 84.76, 90.54, 98.74, 102.13, 115.34, 126.38]"
,B0B2DQHV7Z,Keychron K10 Pro Wireless Custom Mechanical Keyboard Full-Size QMK/ VIA Programmable Bluetooth/ Wired White Backlight with Hot-swappable Keychron K Pro Red Switch Compatible with Mac Windows Linux,,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
44321024741.0,B0B39QD6D5,Design House 189472-MB Porter Cabinet and Drawer Pull 5-Inch (128mm) Center to Center Matte Black 5-Pack,,,41.75,,53.013999999999996,9.1017816937125,17.168637895107896,Cautious,13.239999999999995,Review,7.189999999999998,Cautious,41.61164975289547,Review,"[41.75, 46.74, 52.79, 59.98, 63.81]"
748927068238.0,B0B75HVR46,Optimum Nutrition Amino Energy Powder Plus Hydration with BCAA Electrolytes and Caffeine Strawberry Burst 30 Servings (Packaging May Vary),,,20.99,37.99,29.000999999999998,6.345975890278816,21.881920934722306,Review,10.412500000000001,Review,5.545,Review,58.61866832178202,Review,"[20.99, 21.88, 23.99, 24.95, 26.26, 28.81, 32.97, 35.2, 36.97, 37.99]"
650240065873.0,B0B83THPXW,Dragon - Maximum Strength Pain Relief Numbing Cream with Lidocaine 2.7 Ounce (Pack of 3),,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
195553568951.0,B0B8GKL9K2,Asus ROG Archer BP2702 Gaming Backpack Fits Up To 17 inch Laptop,,,119.99,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[119.99]
,B0B8SKKZWX,,,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
,B0BKKPYX6P,Glade PlugIns Refills Air Freshener Scented and Essential Oils for Home and Bathroom Clean Linen 6.7 Fl Oz 10 Count (Packaging May Vary),,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
61700300487.0,B0BLHX6HPH,Nair Sensitive Formula Prep & Smooth Face Hair Remover Soothing with Coconut Milk & Collagen Removes Facial Hair & Fuzz Smooths & Exfoliates Dermatologist Tested 1.76 oz (Pack of 2),,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
,B0BN2ZQ4DX,Keychron K4 Pro Custom Wireless Mechanical Keyboard 96 Keys Hot-swappable QMK/ VIA Programmable Macro with K Pro Red Switch RGB Backlit Compatible Mac Windows Linux - Black,,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
810084690185.0,B0BWNLTTGF,Ubiquiti Camera G5 Bullet,,,125.33,199.99,166.642,22.568654171463375,13.543196896018635,Cautious,18.92500000000001,Cautious,10.850000000000009,Confident,44.80263078935683,Review,"[125.33, 136.0, 161.0, 162.0, 163.2, 174.0, 178.0, 180.9, 186.0, 199.99]"
20066492304.0,B0BY3G9D95,Rust-Oleum 369384 Advanced Dry Door & Trim Paint Quart Satin White,,,28.97,,29.346666666666664,0.6351640208114224,2.1643480945414217,Confident,0.5549999999999997,Confident,0.019999999999999574,Confident,3.782371649250339,Confident,"[28.97, 28.99, 30.08]"
810007713953.0,B0C5DZHCY9,Hyperkin Xenon Wired Controller - White - Officially licensed Xbox 360 Controller replica for use with Xbox Series X|S Xbox One Windows 10|11 PC Video Game Controller 3.5MM Audio Jack Impulse Triggers Plug and Play Gaming Gamepad,,,54.59,,122.56166666666667,72.57832139603855,59.21779898231247,Review,76.555,Review,49.0,Review,158.6221901899724,Review,"[54.59, 59.0, 101.78, 114.0, 157.0, 249.0]"
850048434479.0,B0C7H27ZFY,Craft & Kin Reed Diffuser with Dried Flowers | 5 oz Santal Woods Scented Reed Diffusers for Home Bathroom | Scent Sticks | Elegant Fragrance Home Decor for Men & Women,,,39.99,51.46,48.981999999999985,3.3947141918642334,6.93053405713167,Confident,1.8225000000000051,Confident,1.0250000000000021,Confident,23.41676534237067,Review,"[39.99, 47.43, 48.94, 49.41, 49.41, 50.23, 50.55, 50.99, 51.41, 51.46]"
